Comunidades  autónomas;Gastos y duración media de los viajes;Tipo de dato;Periodo;Total
Otras Comunidades Autónomas;Gasto total;Acumulado en lo que va de año;2023M08;5.508,92
Otras Comunidades Autónomas;Gasto total;Acumulado en lo que va de año;2023M07;4.383,24
Otras Comunidades Autónomas;Gasto total;Acumulado en lo que va de año;2023M06;3.453,36
Otras Comunidades Autónomas;Gasto total;Acumulado en lo que va de año;2023M05;2.674,95
Otras Comunidades Autónomas;Gasto total;Acumulado en lo que va de año;2023M04;1.947,68
Otras Comunidades Autónomas;Gasto total;Acumulado en lo que va de año;2023M03;1.340,08
Otras Comunidades Autónomas;Gasto total;Acumulado en lo que va de año;2023M02;862,95
Otras Comunidades Autónomas;Gasto total;Acumulado en lo que va de año;2023M01;471,42
Otras Comunidades Autónomas;Gasto total;Acumulado en lo que va de año;2022M12;6.261,94
Otras Comunidades Autónomas;Gasto total;Acumulado en lo que va de año;2022M11;5.796,70
Otras Comunidades Autónomas;Gasto total;Acumulado en lo que va de año;2022M10;5.426,12
Otras Comunidades Autónomas;Gasto total;Acumulado en lo que va de año;2022M09;4.852,79
Otras Comunidades Autónomas;Gasto total;Acumulado en lo que va de año;2022M08;4.154,82
Otras Comunidades Autónomas;Gasto total;Acumulado en lo que va de año;2022M07;3.325,42
Otras Comunidades Autónomas;Gasto total;Acumulado en lo que va de año;2022M06;2.491,83
Otras Comunidades Autónomas;Gasto total;Acumulado en lo que va de año;2022M05;1.947,60
Otras Comunidades Autónomas;Gasto total;Acumulado en lo que va de año;2022M04;1.336,26
